date,fighter_a,fighter_b,odds_a,odds_b
2013-09-04,Lucas Martins,Junior Hernandez,-110.0,100.0
2013-09-04,Joao Zeferino,Elias Silverio,100.0,-110.0
2013-09-04,Keith Wisniewski,Ivan Jorge,255.0,-280.0
2013-09-04,Yuri Villefort,Sean Spencer,-220.0,200.0
2013-09-04,Marcos Vinicius,Ali Bagautinov,315.0,-345.0
2013-09-21,Jon Jones,Alexander Gustafsson,-840.0,660.0
2013-09-21,Brendan Schaub,Matt Mitrione,145.0,-155.0
2013-09-21,Costas Philippou,Francis Carmont,-145.0,135.0
2013-09-21,Pat Healy,Khabib Nurmagomedov,245.0,-265.0
2013-09-21,Mike Ricci,Myles Jury,375.0,-420.0
2013-09-21,Renan Barao,Eddie Wineland,-750.0,600.0
2013-09-21,Chris Clements,Stephen Thompson,380.0,-430.0
2013-09-21,Mitch Gagnon,Dustin Kimura,150.0,-160.0
2013-09-21,John Makdessi,Renee Forte,-150.0,140.0
2013-09-21,Michel Prazeres,Jesse Ronson,105.0,-115.0
2013-09-21,Nandor Guelmino,Daniel Omielanczuk,230.0,-250.0
2013-09-21,Roland Delorme,Alex Caceres,130.0,-140.0
2013-09-21,Ivan Menjivar,Wilson Reis,-125.0,115.0
2013-10-09,Demian Maia,Jake Shields,-355.0,295.0
2013-10-09,Erick Silva,Dong Hyun Kim,-170.0,160.0
2013-10-09,Thiago Silva,Matt Hamill,-380.0,340.0
2013-10-09,Fabio Maldonado,Joey Beltran,-155.0,145.0
2013-10-09,Raphael Assuncao,TJ Dillashaw,210.0,-230.0
2013-10-09,Ildemar Alcantara,Igor Araujo,-345.0,315.0
2013-10-09,Yan Cabral,David Mitchell,-310.0,280.0
2013-10-09,Iliarde Santos,Chris Cariaso,-345.0,315.0
2013-10-09,Alan Patrick,Garett Whiteley,-255.0,215.0
2013-10-09,Rousimar Palhares,Mike Pierce,210.0,-230.0
2013-10-19,Gabriel Gonzaga,Shawn Jordan,135.0,-155.0
2013-10-19,Cain Velasquez,Junior Dos Santos,-200.0,185.0
2013-10-19,Daniel Cormier,Roy Nelson,-500.0,435.0
2013-10-19,Gilbert Melendez,Diego Sanchez,-545.0,465.0
2013-10-19,John Dodson,Darrell Montague,-400.0,355.0
2013-10-19,Dustin Pague,Kyoji Horiguchi,135.0,-145.0
2013-10-19,Nate Marquardt,Hector Lombard,170.0,-185.0
2013-10-19,George Sotiropoulos,KJ Noons,135.0,-145.0
2013-10-19,TJ Waldburger,Adlan Amagov,175.0,-190.0
2013-10-19,Tony Ferguson,Mike Rio,-420.0,375.0
2013-10-19,Jeremy Larsen,Andre Fili,185.0,-200.0
2013-10-19,Tim Boetsch,CB Dollaway,-145.0,135.0
2013-10-26,Lyoto Machida,Mark Munoz,-380.0,340.0
2013-10-26,Jimi Manuwa,Ryan Jimmo,-150.0,140.0
2013-10-26,Norman Parke,Jon Tuck,-175.0,165.0
2013-10-26,Alessio Sakara,Nico Musoke,-175.0,165.0
2013-10-26,Phil Harris,John Lineker,375.0,-420.0
2013-10-26,Al Iaquinta,Piotr Hallmann,-160.0,150.0
2013-10-26,Rosi Sexton,Jessica Andrade,110.0,-120.0
2013-10-26,Andy Ogle,Cole Miller,185.0,-200.0
2013-10-26,Jimy Hettes,Rob Whiteford,-440.0,390.0
2013-10-26,Bradley Scott,Michael Kuiper,295.0,-325.0
2013-10-26,Luke Barnatt,Andrew Craig,185.0,-200.0
2013-11-06,Tim Kennedy,Rafael Natal,-380.0,340.0
2013-11-06,Liz Carmouche,Alexis Davis,-190.0,165.0
2013-11-06,Jorge Masvidal,Rustam Khabilov,125.0,-135.0
2013-11-06,Ronny Markes,Yoel Romero,145.0,-155.0
2013-11-06,Colton Smith,Michael Chiesa,110.0,-120.0
2013-11-06,Chris Camozzi,Lorenz Larkin,375.0,-420.0
2013-11-06,George Roop,Francisco Rivera,125.0,-135.0
2013-11-06,Dennis Bermudez,Steven Siler,-190.0,175.0
2013-11-06,Amanda Nunes,Germaine de Randamie,115.0,-125.0
2013-11-06,Neil Magny,Seth Baczynski,-145.0,135.0
2013-11-06,Derek Brunson,Brian Houston,-170.0,160.0
2013-11-06,Bobby Green,James Krause,105.0,-115.0
2013-11-09,Vitor Belfort,Dan Henderson,-220.0,200.0
2013-11-09,Cezar Ferreira,Daniel Sarafian,-165.0,155.0
2013-11-09,Rafael Feijao,Igor Pokrajac,-320.0,290.0
2013-11-09,Paulo Thiago,Brandon Thatch,325.0,-360.0
2013-11-09,Santiago Ponzinibbio,Ryan LaFlare,105.0,-115.0
2013-11-09,Rony Jason,Jeremy Stephens,-185.0,170.0
2013-11-09,Godofredo Pepey,Sam Sicilia,-120.0,110.0
2013-11-09,Thiago Perpetuo,Omari Akhmedov,140.0,-150.0
2013-11-09,Thiago Tavares,Justin Salas,-245.0,225.0
2013-11-09,Adriano Martins,Daron Cruickshank,130.0,-140.0
2013-11-09,Jose Maria,Dustin Ortiz,-115.0,105.0
2013-11-16,Georges St-Pierre,Johny Hendricks,-192.0,177.0
2013-11-16,Rashad Evans,Chael Sonnen,-240.0,220.0
2013-11-16,Rory MacDonald,Robbie Lawler,-410.0,365.0
2013-11-16,Josh Koscheck,Tyron Woodley,100.0,-110.0
2013-11-16,Tim Elliott,Ali Bagautinov,-160.0,150.0
2013-11-16,Ed Herman,Thales Leites,165.0,-175.0
2013-11-16,Brian Ebersole,Rick Story,190.0,-210.0
2013-11-16,Erik Perez,Edwin Figueroa,-425.0,378.0
2013-11-16,Jason High,Anthony Lapsley,-320.0,290.0
2013-11-16,Will Campuzano,Sergio Pettis,355.0,-400.0
2013-11-16,Cody Donovan,Gian Villante,310.0,-340.0
2013-11-16,Donald Cerrone,Evan Dunham,-125.0,115.0
2013-11-30,Akira Corassani,Maximo Blanco,177.0,-192.0
2013-11-30,Gray Maynard,Nate Diaz,-120.0,110.0
2013-11-30,Julianna Pena,Jessica Rakoczy,-290.0,260.0
2013-11-30,Chris Holdsworth,Davey Grant,-200.0,185.0
2013-11-30,Jessamyn Duke,Peggy Morgan,-245.0,225.0
2013-11-30,Rani Yahya,Tom Niinimaki,-105.0,-105.0
2013-11-30,Jared Rosholt,Walt Harris,-245.0,225.0
2013-11-30,Sean Spencer,Drew Dober,-230.0,210.0
2013-11-30,Joshua Sampo,Ryan Benoit,-115.0,105.0
2013-11-30,Roxanne Modafferi,Raquel Pennington,400.0,-450.0
2013-12-06,Pat Barry,Soa Palelei,-170.0,160.0
2013-12-06,Dylan Andrews,Clint Hester,-140.0,130.0
2013-12-06,Ryan Bader,Anthony Perosh,-525.0,450.0
2013-12-06,Julie Kedzie,Bethe Correia,-170.0,160.0
2013-12-06,Mauricio Rua,James Te Huna,125.0,-135.0
2013-12-06,Nick Ring,Caio Magalhaes,-190.0,165.0
2013-12-06,Richie Vaculik,Justin Scoggins,310.0,-340.0
2013-12-06,Bruno Santos,Krzysztof Jotko,-235.0,215.0
2013-12-06,Ben Wall,Alex Garcia,540.0,-660.0
2013-12-06,Takeya Mizugaki,Nam Phan,-325.0,295.0
2013-12-14,Urijah Faber,Michael McDonald,-150.0,130.0
2013-12-14,Chad Mendes,Nik Lentz,-900.0,600.0
2013-12-14,Joe Lauzon,Mac Danzig,-175.0,165.0
2013-12-14,Court McGee,Ryan LaFlare,110.0,-120.0
2013-12-14,Demetrious Johnson,Joseph Benavidez,-135.0,125.0
2013-12-14,Bobby Green,Pat Healy,140.0,-150.0
2013-12-14,Scott Jorgensen,Zach Makovsky,-220.0,200.0
2013-12-14,Sam Stout,Cody McKenzie,-265.0,245.0
2013-12-14,Abel Trujillo,Roger Bowling,130.0,-140.0
2013-12-14,Darren Uyenoyama,Alptekin Ozkilic,210.0,-230.0
2013-12-14,Danny Castillo,Edson Barboza,255.0,-280.0
2013-12-28,Chris Weidman,Anderson Silva,165.0,-175.0
2013-12-28,Ronda Rousey,Miesha Tate,-680.0,555.0
2013-12-28,Josh Barnett,Travis Browne,-135.0,125.0
2013-12-28,Jim Miller,Fabricio Camoes,-420.0,375.0
2013-12-28,Chris Leben,Uriah Hall,295.0,-325.0
2013-12-28,Gleison Tibau,Michael Johnson,-145.0,135.0
2013-12-28,John Howard,Siyar Bahadurzada,135.0,-145.0
2013-12-28,William Patolino,Bobby Voelker,120.0,-130.0
2013-12-28,Robert Peralta,Estevan Payan,-165.0,155.0
2013-12-28,Dustin Poirier,Diego Brandao,-240.0,220.0
2014-01-04,Kiichi Kunimoto,Luiz Dutra,140.0,-160.0
2014-01-04,Tarec Saffiedine,Hyun Gyu Lim,-240.0,200.0
2014-01-04,Tatsuya Kawajiri,Sean Soriano,-102.0,-108.0
2014-01-04,Kyung Ho Kang,Shunichi Shimizu,-325.0,295.0
2014-01-04,Leandro Issa,Russell Doane,-120.0,110.0
2014-01-04,Katsunori Kikuno,Quinn Mulhern,-165.0,155.0
2014-01-04,Royston Wee,Dave Galera,175.0,-190.0
2014-01-04,Mairbek Taisumov,Tae Hyun Bang,-350.0,318.0
2014-01-04,Dustin Kimura,Jon Delos Reyes,-360.0,325.0
2014-01-04,Max Holloway,Will Chope,-265.0,245.0
2014-01-15,Luke Rockhold,Costas Philippou,-405.0,360.0
2014-01-15,Lorenz Larkin,Brad Tavares,-260.0,240.0
2014-01-15,TJ Dillashaw,Mike Easton,-330.0,270.0
2014-01-15,Yoel Romero,Derek Brunson,-210.0,190.0
2014-01-15,John Moraga,Dustin Ortiz,-210.0,190.0
2014-01-15,Cole Miller,Sam Sicilia,-120.0,110.0
2014-01-15,Isaac Vallie-Flagg,Elias Silverio,165.0,-175.0
2014-01-15,Trevor Smith,Brian Houston,-130.0,120.0
2014-01-15,Alptekin Ozkilic,Louis Smolka,-270.0,248.0
2014-01-15,Vinc Pichel,Garett Whiteley,-150.0,140.0
2014-01-15,Charlie Brenneman,Beneil Dariush,-200.0,185.0
2014-01-15,Ramsey Nijem,Justin Edwards,-155.0,145.0
2014-01-25,Benson Henderson,Josh Thomson,-310.0,280.0
2014-01-25,Stipe Miocic,Gabriel Gonzaga,-290.0,260.0
2014-01-25,Donald Cerrone,Adriano Martins,-170.0,160.0
2014-01-25,Darren Elkins,Jeremy Stephens,105.0,-115.0
2014-01-25,Junior Hernandez,Hugo Viana,290.0,-320.0
2014-01-25,Eddie Wineland,Yves Jabouin,-500.0,400.0
2014-01-25,Walt Harris,Nikita Krylov,-400.0,355.0
2014-01-25,Alex Caceres,Sergio Pettis,177.0,-192.0
2014-01-25,Daron Cruickshank,Mike Rio,-240.0,220.0
2014-01-25,George Sullivan,Mike Rhodes,255.0,-280.0
2014-02-01,Renan Barao,Urijah Faber,-335.0,305.0
2014-02-01,Jose Aldo,Ricardo Lamas,-750.0,600.0
2014-02-01,Frank Mir,Alistair Overeem,375.0,-420.0
2014-02-01,Jamie Varner,Abel Trujillo,-115.0,105.0
2014-02-01,John Makdessi,Alan Patrick,-125.0,115.0
2014-02-01,John Lineker,Ali Bagautinov,135.0,-145.0
2014-02-01,Nick Catone,Tom Watson,115.0,-125.0
2014-02-01,Al Iaquinta,Kevin Lee,-150.0,140.0
2014-02-01,Clint Hester,Andy Enz,-200.0,185.0
2014-02-01,Anthony Rocco Martin,Rashid Magomedov,130.0,-140.0
2014-02-01,Neil Magny,Gasan Umalatov,135.0,-145.0
2014-02-01,Chris Cariaso,Danny Martinez,-170.0,160.0
2014-02-15,Charles Oliveira,Andy Ogle,-735.0,590.0
2014-02-15,Lyoto Machida,Gegard Mousasi,-210.0,190.0
2014-02-15,Erick Silva,Takenori Sato,-1100.0,900.0
2014-02-15,Viscardi Andrade,Nico Musoke,-135.0,125.0
2014-02-15,Cristiano Marcello,Joe Proctor,230.0,-250.0
2014-02-15,Jacare Souza,Francis Carmont,-500.0,435.0
2014-02-15,Francisco Trinaldo,Jesse Ronson,-155.0,145.0
2014-02-15,Iuri Alcantara,Wilson Reis,-215.0,195.0
2014-02-15,Felipe Arantes,Maximo Blanco,100.0,-110.0
2014-02-15,Douglas Silva de Andrade,Zubaira Tukhugov,-105.0,-105.0
2014-02-15,Ildemar Alcantara,Albert Tumenov,195.0,-215.0
2014-02-15,Rodrigo Damm,Ivan Jorge,150.0,-160.0
2014-02-22,Ronda Rousey,Sara McMann,-360.0,325.0
2014-02-22,Daniel Cormier,Patrick Cummins,-750.0,600.0
2014-02-22,Mike Pyle,TJ Waldburger,-165.0,155.0
2014-02-22,Robert Whittaker,Stephen Thompson,120.0,-130.0
2014-02-22,Rory MacDonald,Demian Maia,-290.0,260.0
2014-02-22,Raphael Assuncao,Pedro Munhoz,-270.0,248.0
2014-02-22,Cody Gibson,Aljamain Sterling,280.0,-340.0
2014-02-22,Zach Makovsky,Joshua Sampo,-230.0,210.0
2014-02-22,Rafaello Oliveira,Erik Koch,423.0,-480.0
2014-02-22,Ernest Chavez,Yosdenis Cedeno,275.0,-305.0
2014-02-22,Alexis Davis,Jessica Eye,-150.0,140.0
2014-03-01,Dong Hyun Kim,John Hathaway,-290.0,260.0
2014-03-01,Sai Wang,Zhang Lipeng,-295.0,265.0
2014-03-01,Matt Mitrione,Shawn Jordan,-115.0,105.0
2014-03-01,Kazuki Tokudome,Yui Chul Nam,185.0,-200.0
2014-03-01,Nam Phan,Vaughan Lee,-160.0,150.0
2014-03-01,Albert Cheng,An Ying Wang,125.0,-135.0
2014-03-01,Jumabieke Tuerxun,Mark Eddiva,-440.0,390.0
2014-03-01,Hatsu Hioki,Ivan Menjivar,-475.0,420.0
2014-03-08,Brad Pickett,Neil Seery,-1000.0,800.0
2014-03-08,Alexander Gustafsson,Jimi Manuwa,-525.0,450.0
2014-03-08,Gunnar Nelson,Omari Akhmedov,-280.0,255.0
2014-03-08,Michael Johnson,Melvin Guillard,-150.0,140.0
2014-03-08,Luke Barnatt,Mats Nilsson,-430.0,345.0
2014-03-08,Igor Araujo,Danny Mitchell,-265.0,225.0
2014-03-08,Bradley Scott,Claudio Silva,-225.0,205.0
2014-03-08,Cyrille Diabate,Ilir Latifi,125.0,-135.0
2014-03-15,Johny Hendricks,Robbie Lawler,-365.0,328.0
2014-03-15,Diego Sanchez,Myles Jury,160.0,-170.0
2014-03-15,Jake Shields,Hector Lombard,160.0,-170.0
2014-03-15,Ovince Saint Preux,Nikita Krylov,-500.0,435.0
2014-03-15,Kelvin Gastelum,Rick Story,-170.0,160.0
2014-03-15,Carlos Condit,Tyron Woodley,-200.0,185.0
2014-03-15,Dennis Bermudez,Jimy Hettes,-260.0,240.0
2014-03-15,Sean Spencer,Alex Garcia,290.0,-320.0
2014-03-15,Renee Forte,Francisco Trevino,-155.0,145.0
2014-03-15,Will Campuzano,Justin Scoggins,550.0,-675.0
2014-03-15,Daniel Pineda,Rob Whiteford,-210.0,190.0
2014-03-15,Bubba McDaniel,Sean Strickland,145.0,-155.0
2014-03-15,Raquel Pennington,Jessica Andrade,230.0,-250.0
2014-03-23,Mauricio Rua,Dan Henderson,-165.0,155.0
2014-03-23,Cezar Ferreira,CB Dollaway,-380.0,340.0
2014-03-23,Fabio Maldonado,Gian Villante,260.0,-290.0
2014-03-23,Michel Prazeres,Mairbek Taisumov,285.0,-315.0
2014-03-23,Jussier Formiga,Scott Jorgensen,170.0,-185.0
2014-03-23,Ronny Markes,Thiago Santos,-840.0,660.0
2014-03-23,Thiago Perpetuo,Kenny Robertson,-135.0,125.0
2014-03-23,Francimar Barroso,Hans Stringer,-135.0,125.0
2014-03-23,Godofredo Pepey,Noad Lahat,285.0,-315.0
2014-03-23,Rony Jason,Steven Siler,-185.0,170.0
2014-04-11,Clay Guida,Tatsuya Kawajiri,-140.0,130.0
2014-04-11,Minotauro Nogueira,Roy Nelson,150.0,-160.0
2014-04-11,John Howard,Ryan LaFlare,365.0,-410.0
2014-04-11,Alan Omer,Jim Alers,210.0,-230.0
2014-04-11,Jared Rosholt,Daniel Omielanczuk,-280.0,255.0
2014-04-11,Thales Leites,Trevor Smith,-545.0,465.0
2014-04-11,Ramsey Nijem,Beneil Dariush,235.0,-255.0
2014-04-16,Michael Bisping,Tim Kennedy,-200.0,185.0
2014-04-16,Patrick Cote,Kyle Noke,185.0,-200.0
2014-04-16,Sheldon Westcott,Elias Theodorou,175.0,-190.0
2014-04-16,Chad Laprise,Olivier Aubin-Mercier,145.0,-155.0
2014-04-16,Sam Stout,KJ Noons,-105.0,-105.0
2014-04-16,Dustin Poirier,Akira Corassani,-1050.0,850.0
2014-04-16,Ryan Jimmo,Sean O'Connell,-660.0,540.0
2014-04-16,George Roop,Dustin Kimura,-155.0,145.0
2014-04-16,Mark Bocek,Mike de la Torre,-660.0,540.0
2014-04-16,Nordine Taleb,Vik Grujic,-235.0,215.0
2014-04-16,Richard Walsh,Chris Indich,-230.0,210.0
2014-04-16,Mitch Gagnon,Tim Gorman,-315.0,285.0
2014-04-16,Sarah Kaufman,Leslie Smith,-265.0,245.0
2014-04-19,Fabricio Werdum,Travis Browne,200.0,-220.0
2014-04-19,Miesha Tate,Liz Carmouche,-185.0,170.0
2014-04-19,Donald Cerrone,Edson Barboza,160.0,-170.0
2014-04-19,Rafael Dos Anjos,Khabib Nurmagomedov,275.0,-305.0
2014-04-19,Brad Tavares,Yoel Romero,-145.0,135.0
2014-04-19,Thiago Alves,Seth Baczynski,-480.0,423.0
2014-04-19,Jordan Mein,Hernani Perpetuo,-420.0,375.0
2014-04-19,Estevan Payan,Alex White,-115.0,105.0
2014-04-19,Jorge Masvidal,Pat Healy,-265.0,245.0
2014-04-19,Derrick Lewis,Jack May,-290.0,260.0
2014-04-19,Mirsad Bektic,Chas Skelly,-140.0,130.0
2014-04-19,Dustin Ortiz,Ray Borg,-155.0,145.0
2014-04-19,Caio Magalhaes,Luke Zachrich,-295.0,265.0
2014-04-26,Jon Jones,Glover Teixeira,-440.0,390.0
2014-04-26,Phil Davis,Anthony Johnson,-240.0,220.0
2014-04-26,Jim Miller,Yancy Medeiros,-185.0,170.0
2014-04-26,Max Holloway,Andre Fili,125.0,-135.0
2014-04-26,Luke Rockhold,Tim Boetsch,-1000.0,800.0
2014-04-26,Takanori Gomi,Isaac Vallie-Flagg,-155.0,145.0
2014-04-26,Jessamyn Duke,Bethe Correia,-135.0,125.0
2014-04-26,Danny Castillo,Charlie Brenneman,-355.0,320.0
2014-04-26,Chris Beal,Patrick Williams,-110.0,100.0
2014-04-26,Joseph Benavidez,Tim Elliott,-450.0,400.0
2014-05-10,Soa Palelei,Ruan Potts,-310.0,280.0
2014-05-10,Costas Philippou,Lorenz Larkin,160.0,-170.0
2014-05-10,Erik Koch,Daron Cruickshank,-295.0,265.0
2014-05-10,Neil Magny,Tim Means,275.0,-305.0
2014-05-10,Chris Cariaso,Louis Smolka,135.0,-145.0
2014-05-10,Matt Brown,Erick Silva,210.0,-230.0
2014-05-10,Kyoji Horiguchi,Darrell Montague,-210.0,190.0
2014-05-10,Yan Cabral,Zak Cummings,-560.0,475.0
2014-05-10,Eddie Wineland,Johnny Eduardo,-935.0,735.0
2014-05-10,Manvel Gamburyan,Nik Lentz,460.0,-540.0
2014-05-10,Justin Salas,Ben Wall,-290.0,260.0
2014-05-10,Anthony Lapsley,Albert Tumenov,245.0,-265.0
2014-05-10,Ed Herman,Rafael Natal,135.0,-155.0
2014-05-24,Renan Barao,TJ Dillashaw,-910.0,710.0
2014-05-24,Daniel Cormier,Dan Henderson,-750.0,525.0
2014-05-24,Robbie Lawler,Jake Ellenberger,-170.0,160.0
2014-05-24,Jamie Varner,James Krause,-215.0,195.0
2014-05-24,Michael Chiesa,Francisco Trinaldo,-150.0,140.0
2014-05-24,Takeya Mizugaki,Francisco Rivera,-145.0,135.0
2014-05-24,Chris Holdsworth,Chico Camus,-355.0,320.0
2014-05-24,Al Iaquinta,Mitch Clarke,-430.0,380.0
2014-05-24,Anthony Njokuani,Vinc Pichel,-260.0,240.0
2014-05-24,Sam Sicilia,Aaron Phillips,-140.0,130.0
2014-05-24,David Michaud,Li Jingliang,-125.0,115.0
2014-05-24,Tony Ferguson,Katsunori Kikuno,-315.0,285.0
2014-05-31,Stipe Miocic,Fabio Maldonado,-650.0,535.0
2014-05-31,Vitor Miranda,Antonio Carlos Junior,185.0,-200.0
2014-05-31,Marcio Alexandre Junior,Warlley Alves,185.0,-200.0
2014-05-31,Demian Maia,Alexander Yakovlev,-455.0,405.0
2014-05-31,Rony Jason,Robert Peralta,-320.0,290.0
2014-05-31,Rodrigo Damm,Rashid Magomedov,290.0,-320.0
2014-05-31,Kevin Souza,Mark Eddiva,-325.0,295.0
2014-05-31,Elias Silverio,Ernest Chavez,-500.0,435.0
2014-05-31,Paulo Thiago,Gasan Umalatov,-175.0,165.0
2014-05-31,Ricardo Abreu,Wagner Silva,-320.0,290.0
2014-05-31,Francis Carmont,CB Dollaway,-165.0,155.0
2014-05-31,Pedro Munhoz,Matt Hobar,-295.0,265.0
2014-05-31,Marcos Rogerio de Lima,Richardson Moreira,-150.0,140.0
2014-05-31,Viktor Pesta,Ruslan Magomedov,160.0,-170.0
2014-05-31,Andy Ogle,Maximo Blanco,205.0,-225.0
2014-05-31,Peter Sobotta,Pawel Pawlak,140.0,-150.0
2014-05-31,Vaughan Lee,Iuri Alcantara,305.0,-335.0
2014-05-31,Tom Niinimaki,Niklas Backstrom,-245.0,225.0
2014-05-31,Nick Hein,Drew Dober,-140.0,130.0
2014-05-31,Luke Barnatt,Sean Strickland,-155.0,145.0
2014-05-31,Magnus Cedenblad,Krzysztof Jotko,-105.0,-105.0
2014-05-31,Mark Munoz,Gegard Mousasi,235.0,-255.0
2014-06-07,Diego Sanchez,Ross Pearson,120.0,-130.0
2014-06-07,John Dodson,John Moraga,-570.0,480.0
2014-06-07,Rafael Dos Anjos,Jason High,-280.0,255.0
2014-06-07,Yves Edwards,Piotr Hallmann,145.0,-155.0
2014-06-07,Benson Henderson,Rustam Khabilov,-225.0,205.0
2014-06-07,Yaotzin Meza,Sergio Pettis,540.0,-660.0
2014-06-07,Bobby Voelker,Lance Benoist,-105.0,-105.0
2014-06-07,Scott Jorgensen,Danny Martinez,-245.0,225.0
2014-06-07,Jon Tuck,Jake Lindsey,-150.0,140.0
2014-06-07,Patrick Cummins,Roger Narvaez,-310.0,280.0
2014-06-07,Erik Perez,Bryan Caraway,-120.0,110.0
2014-06-14,Demetrious Johnson,Ali Bagautinov,-690.0,560.0
2014-06-14,Rory MacDonald,Tyron Woodley,-115.0,105.0
2014-06-14,Ryan Bader,Rafael Feijao,-165.0,155.0
2014-06-14,Ovince Saint Preux,Ryan Jimmo,-165.0,155.0
2014-06-14,Andrei Arlovski,Brendan Schaub,140.0,-150.0
2014-06-14,Valerie Letourneau,Elizabeth Phillips,125.0,-135.0
2014-06-14,Kajan Johnson,Tae Hyun Bang,-185.0,170.0
2014-06-14,Roland Delorme,Michinori Tanaka,140.0,-150.0
2014-06-14,Jason Saggo,Josh Shockley,-105.0,-105.0
2014-06-14,Daniel Sarafian,Kiichi Kunimoto,-450.0,400.0
2014-06-14,Yves Jabouin,Mike Easton,200.0,-220.0
2014-06-28,Marcelo Guimaraes,Andy Enz,170.0,-200.0
2014-06-28,Cub Swanson,Jeremy Stephens,-225.0,205.0
2014-06-28,Kelvin Gastelum,Nico Musoke,-275.0,250.0
2014-06-28,Cezar Ferreira,Andrew Craig,-270.0,248.0
2014-06-28,Ricardo Lamas,Hacran Dias,-270.0,248.0
2014-06-28,Clint Hester,Antonio Braga Neto,140.0,-150.0
2014-06-28,Joe Ellenberger,James Moontasri,-177.0,166.0
2014-06-28,Colton Smith,Diego Ferreira,170.0,-185.0
2014-06-28,Johnny Bedford,Cody Gibson,-185.0,170.0
2014-06-28,Ray Borg,Shane Howell,-460.0,410.0
2014-06-28,James Te Huna,Nate Marquardt,-200.0,170.0
2014-06-28,Soa Palelei,Jared Rosholt,155.0,-165.0
2014-06-28,Hatsu Hioki,Charles Oliveira,185.0,-200.0
2014-06-28,Robert Whittaker,Mike Rhodes,-250.0,230.0
2014-06-28,Jake Matthews,Dashon Johnson,-165.0,155.0
2014-06-28,Richie Vaculik,Roldan Sangcha-an,-125.0,115.0
2014-06-28,Chris Indich,Vik Grujic,-105.0,-105.0
2014-06-28,Neil Magny,Rodrigo de Lima,-290.0,260.0
2014-06-28,Dan Hooker,Ian Entwistle,-120.0,110.0
2014-06-28,Gian Villante,Sean O'Connell,-265.0,245.0
2014-06-28,Aleksei Oleinik,Anthony Hamilton,-140.0,130.0
2014-07-05,Chris Weidman,Lyoto Machida,-185.0,170.0
2014-07-05,Ronda Rousey,Alexis Davis,-900.0,700.0
2014-07-05,Uriah Hall,Thiago Santos,-310.0,255.0
2014-07-05,Marcus Brimage,Russell Doane,-115.0,105.0
2014-07-05,George Roop,Rob Font,-185.0,170.0
2014-07-05,Kenny Robertson,Ildemar Alcantara,115.0,-125.0
2014-07-05,Chris Camozzi,Bruno Santos,-240.0,220.0
2014-07-05,Luke Zachrich,Guilherme Vasconcelos,160.0,-170.0
2014-07-05,Urijah Faber,Alex Caceres,-705.0,570.0
2014-07-06,Derrick Lewis,Guto Inocente,-185.0,170.0
2014-07-06,Frankie Edgar,BJ Penn,-370.0,330.0
2014-07-06,Dhiego Lima,Eddie Gordon,-150.0,140.0
2014-07-06,Justin Scoggins,Dustin Ortiz,-290.0,260.0
2014-07-06,Corey Anderson,Matt Van Buren,-265.0,245.0
2014-07-06,Jumabieke Tuerxun,Leandro Issa,115.0,-125.0
2014-07-06,Adriano Martins,Juan Puig,-420.0,375.0
2014-07-06,Sarah Moras,Alexis Dufresne,210.0,-230.0
2014-07-06,Patrick Walsh,Daniel Spohn,210.0,-230.0
2014-07-06,Jesse Ronson,Kevin Lee,200.0,-220.0
2014-07-16,Donald Cerrone,Jim Miller,-240.0,220.0
2014-07-16,Edson Barboza,Evan Dunham,-320.0,260.0
2014-07-16,Rick Story,Leonardo Mafra,-300.0,270.0
2014-07-16,Justin Salas,Joe Proctor,-135.0,125.0
2014-07-16,John Lineker,Alptekin Ozkilic,-345.0,315.0
2014-07-16,Lucas Martins,Alex White,155.0,-175.0
2014-07-16,Gleison Tibau,Pat Healy,-165.0,155.0
2014-07-16,Jessamyn Duke,Leslie Smith,120.0,-130.0
2014-07-16,Hugo Viana,Aljamain Sterling,230.0,-250.0
2014-07-16,Yosdenis Cedeno,Jerrod Sanders,170.0,-185.0
2014-07-16,Claudia Gadelha,Tina Lahdemaki,-560.0,475.0
2014-07-19,Conor McGregor,Diego Brandao,-690.0,560.0
2014-07-19,Gunnar Nelson,Zak Cummings,-840.0,660.0
2014-07-19,Brad Pickett,Ian McCall,149.0,-159.0
2014-07-19,Norman Parke,Naoyuki Kotani,-460.0,410.0
2014-07-19,Paddy Holohan,Joshua Sampo,225.0,-245.0
2014-07-19,Neil Seery,Phil Harris,-155.0,145.0
2014-07-19,Cathal Pendred,Mike King,-130.0,120.0
2014-07-19,Tor Troeng,Trevor Smith,-155.0,145.0
2014-07-19,Cody Donovan,Nikita Krylov,115.0,-125.0
2014-07-19,Ilir Latifi,Chris Dempsey,-295.0,265.0
2014-07-26,Josh Thomson,Bobby Green,-380.0,340.0
2014-07-26,Robbie Lawler,Matt Brown,-325.0,295.0
2014-07-26,Anthony Johnson,Rogerio Nogueira,-660.0,540.0
2014-07-26,Clay Guida,Dennis Bermudez,155.0,-175.0
2014-07-26,Daron Cruickshank,Jorge Masvidal,215.0,-235.0
2014-07-26,Andreas Stahl,Gilbert Burns,135.0,-145.0
2014-07-26,Hernani Perpetuo,Tim Means,167.0,-179.0
2014-07-26,Akbarh Arreola,Tiago Trator,275.0,-305.0
2014-07-26,Steven Siler,Noad Lahat,-210.0,190.0
2014-07-26,Juliana Lima,Joanna Jedrzejczyk,285.0,-315.0
