date,fighter_a,fighter_b,odds_a,odds_b
2014-07-26,Kyle Kingsbury,Patrick Cummins,205.0,-225.0
2014-08-16,Ryan Bader,Ovince Saint Preux,-185.0,170.0
2014-08-16,Tim Boetsch,Brad Tavares,285.0,-315.0
2014-08-16,Seth Baczynski,Alan Jouban,-155.0,145.0
2014-08-16,Shawn Jordan,Jack May,-200.0,185.0
2014-08-16,Gray Maynard,Ross Pearson,150.0,-160.0
2014-08-16,Jussier Formiga,Zach Makovsky,290.0,-320.0
2014-08-16,Sara McMann,Lauren Murphy,-570.0,480.0
2014-08-16,Tom Watson,Sam Alvey,-125.0,115.0
2014-08-16,Nolan Ticman,Frankie Saenz,110.0,-120.0
2014-08-16,Thiago Tavares,Robert Peralta,-135.0,125.0
2014-08-23,Benson Henderson,Rafael Dos Anjos,-510.0,440.0
2014-08-23,Mike Pyle,Jordan Mein,245.0,-265.0
2014-08-23,Francis Carmont,Thales Leites,-210.0,190.0
2014-08-23,Max Holloway,Clay Collard,-950.0,625.0
2014-08-23,James Vick,Valmir Lazaro,-125.0,115.0
2014-08-23,Chas Skelly,Tom Niinimaki,145.0,-155.0
2014-08-23,Neil Magny,Alex Garcia,135.0,-145.0
2014-08-23,Beneil Dariush,Anthony Rocco Martin,130.0,-140.0
2014-08-23,Aaron Phillips,Matt Hobar,145.0,-155.0
2014-08-23,Ben Saunders,Chris Heatherly,-385.0,345.0
2014-08-23,Michael Bisping,Cung Le,-235.0,215.0
2014-08-23,Tyron Woodley,Dong Hyun Kim,-210.0,190.0
2014-08-23,Zhang Lipeng,Brendan O'Reilly,140.0,-150.0
2014-08-23,Ning Guangyou,Jianping Yang,205.0,-225.0
2014-08-23,Sai Wang,Danny Mitchell,175.0,-190.0
2014-08-23,Alberto Mina,Shinsho Anzai,-225.0,205.0
2014-08-23,Roland Delorme,Ulka Sasaki,130.0,-140.0
2014-08-23,An Ying Wang,Colby Covington,380.0,-430.0
2014-08-23,Yao Zhikui,Royston Wee,200.0,-220.0
2014-08-23,Elizabeth Phillips,Milana Dudieva,130.0,-150.0
2014-08-23,Wilson Reis,Joby Sanchez,-335.0,305.0
2014-08-30,TJ Dillashaw,Joe Soto,-1100.0,900.0
2014-08-30,Tony Ferguson,Danny Castillo,-265.0,245.0
2014-08-30,Bethe Correia,Shayna Baszler,-145.0,135.0
2014-08-30,Ruan Potts,Anthony Hamilton,205.0,-225.0
2014-08-30,Yancy Medeiros,Damon Jackson,-115.0,105.0
2014-08-30,Lorenz Larkin,Derek Brunson,145.0,-165.0
2014-08-30,Chris Wade,Cain Carrizosa,-155.0,135.0
2014-08-30,Ramsey Nijem,Diego Ferreira,170.0,-185.0
2014-09-05,Jacare Souza,Gegard Mousasi,-185.0,170.0
2014-09-05,Matt Mitrione,Derrick Lewis,116.0,-126.0
2014-09-05,Alistair Overeem,Ben Rothwell,-330.0,300.0
2014-09-05,Joe Lauzon,Michael Chiesa,190.0,-210.0
2014-09-05,Chris Beal,Tateki Matsuda,-500.0,435.0
2014-09-05,Al Iaquinta,Rodrigo Damm,-600.0,500.0
2014-09-05,Sean Soriano,Chas Skelly,170.0,-185.0
2014-09-05,John Moraga,Justin Scoggins,230.0,-250.0
2014-09-05,Rafael Natal,Chris Camozzi,-185.0,170.0
2014-09-13,Rani Yahya,Johnny Bedford,115.0,-125.0
2014-09-13,Paulo Thiago,Sean Spencer,215.0,-235.0
2014-09-13,Francisco Trinaldo,Leandro Silva,-185.0,170.0
2014-09-13,Igor Araujo,George Sullivan,-130.0,120.0
2014-09-13,Godofredo Pepey,Dashon Johnson,-130.0,120.0
2014-09-13,Jessica Andrade,Larissa Pacheco,-110.0,100.0
2014-09-13,Iuri Alcantara,Russell Doane,-315.0,285.0
2014-09-13,Santiago Ponzinibbio,Wendell Oliveira,-105.0,-105.0
2014-09-13,Leonardo Santos,Efrain Escudero,-210.0,190.0
2014-09-13,Gleison Tibau,Piotr Hallmann,-235.0,215.0
2014-09-13,Antonio Silva,Andrei Arlovski,-430.0,380.0
2014-09-20,Myles Jury,Takanori Gomi,-605.0,505.0
2014-09-20,Miesha Tate,Rin Nakai,-310.0,280.0
2014-09-20,Kiichi Kunimoto,Richard Walsh,-235.0,215.0
2014-09-20,Kyoji Horiguchi,Jon Delos Reyes,-660.0,540.0
2014-09-20,Mark Hunt,Roy Nelson,-120.0,110.0
2014-09-20,Katsunori Kikuno,Sam Sicilia,-145.0,135.0
2014-09-20,Alex Caceres,Masanori Kanehara,-295.0,265.0
2014-09-20,Maximo Blanco,Dan Hooker,-135.0,125.0
2014-09-20,Kazuki Tokudome,Johnny Case,-130.0,120.0
2014-09-20,Yoshihiro Akiyama,Amir Sadollah,-155.0,145.0
2014-09-20,Michinori Tanaka,Kyung Ho Kang,-150.0,140.0
2014-09-20,Hyun Gyu Lim,Takenori Sato,-660.0,540.0
2014-09-27,Donald Cerrone,Eddie Alvarez,-135.0,125.0
2014-09-27,Dustin Poirier,Conor McGregor,240.0,-260.0
2014-09-27,Cat Zingano,Amanda Nunes,-215.0,195.0
2014-09-27,Dominick Cruz,Takeya Mizugaki,-560.0,475.0
2014-09-27,Demetrious Johnson,Chris Cariaso,-1450.0,1150.0
2014-09-27,Patrick Cote,Stephen Thompson,340.0,-380.0
2014-09-27,John Howard,Brian Ebersole,-240.0,220.0
2014-09-27,Jon Tuck,Kevin Lee,220.0,-240.0
2014-09-27,Manvel Gamburyan,Cody Gibson,145.0,-155.0
2014-09-27,Jorge Masvidal,James Krause,-320.0,290.0
2014-09-27,Tim Kennedy,Yoel Romero,-133.0,123.0
2014-10-04,Paddy Holohan,Chris Kelades,-500.0,435.0
2014-10-04,Rory MacDonald,Tarec Saffiedine,-430.0,380.0
2014-10-04,Raphael Assuncao,Bryan Caraway,-450.0,400.0
2014-10-04,Chad Laprise,Yosdenis Cedeno,-320.0,290.0
2014-10-04,Elias Theodorou,Bruno Santos,-340.0,280.0
2014-10-04,Nordine Taleb,Li Jingliang,-430.0,380.0
2014-10-04,Mitch Gagnon,Roman Salazar,-750.0,600.0
2014-10-04,Daron Cruickshank,Anthony Njokuani,-110.0,100.0
2014-10-04,Olivier Aubin-Mercier,Jake Lindsey,-525.0,450.0
2014-10-04,Jason Saggo,Paul Felder,-160.0,150.0
2014-10-04,Albert Tumenov,Matt Dwyer,-440.0,390.0
2014-10-04,Akira Corassani,Max Holloway,480.0,-570.0
2014-10-04,Ilir Latifi,Jan Blachowicz,-265.0,245.0
2014-10-04,Niklas Backstrom,Mike Wilkinson,-1000.0,650.0
2014-10-04,Magnus Cedenblad,Scott Askham,-120.0,110.0
2014-10-04,Nico Musoke,Alexander Yakovlev,-205.0,188.0
2014-10-04,Dennis Siver,Charles Rosa,-290.0,260.0
2014-10-04,Cathal Pendred,Gasan Umalatov,-140.0,130.0
2014-10-04,Tor Troeng,Krzysztof Jotko,130.0,-140.0
2014-10-04,Mairbek Taisumov,Marcin Bandel,-150.0,140.0
2014-10-04,Zubaira Tukhugov,Ernest Chavez,-260.0,240.0
2014-10-04,Gunnar Nelson,Rick Story,-360.0,325.0
2014-10-25,Jose Aldo,Chad Mendes,-200.0,185.0
2014-10-25,Glover Teixeira,Phil Davis,-210.0,190.0
2014-10-25,Fabio Maldonado,Hans Stringer,-130.0,120.0
2014-10-25,Darren Elkins,Lucas Martins,-220.0,200.0
2014-10-25,Diego Ferreira,Beneil Dariush,-245.0,225.0
2014-10-25,Scott Jorgensen,Wilson Reis,195.0,-215.0
2014-10-25,Yan Cabral,Naoyuki Kotani,-700.0,568.0
2014-10-25,Felipe Arantes,Andre Fili,150.0,-160.0
2014-10-25,Gilbert Burns,Christos Giagos,-405.0,360.0
2014-10-25,Fabricio Camoes,Anthony Rocco Martin,-105.0,-105.0
2014-10-25,William Patolino,Neil Magny,185.0,-200.0
2014-11-07,Soa Palelei,Walt Harris,-178.0,167.0
2014-11-07,Luke Rockhold,Michael Bisping,-525.0,450.0
2014-11-07,Ross Pearson,Al Iaquinta,-130.0,120.0
2014-11-07,Robert Whittaker,Clint Hester,170.0,-185.0
2014-11-07,Jake Matthews,Vagner Rocha,-475.0,420.0
2014-11-07,Vik Grujic,Chris Clements,-105.0,-105.0
2014-11-07,Dylan Andrews,Sam Alvey,-150.0,140.0
2014-11-07,Richie Vaculik,Louis Smolka,310.0,-340.0
2014-11-07,Luke Zachrich,Daniel Kelly,-290.0,260.0
2014-11-07,Jumabieke Tuerxun,Marcus Brimage,540.0,-660.0
2014-11-07,Anthony Perosh,Guto Inocente,200.0,-220.0
2014-11-08,Mauricio Rua,Ovince Saint Preux,-160.0,150.0
2014-11-08,Warlley Alves,Alan Jouban,-380.0,340.0
2014-11-08,Claudio Silva,Leon Edwards,195.0,-215.0
2014-11-08,Dhiego Lima,Jorge de Oliveira,-440.0,390.0
2014-11-08,Juliana Lima,Nina Ansaroff,110.0,-130.0
2014-11-08,Caio Magalhaes,Trevor Smith,-280.0,255.0
2014-11-08,Leandro Silva,Charlie Brenneman,115.0,-125.0
2014-11-08,Thomas Almeida,Tim Gorman,-365.0,328.0
2014-11-08,Wagner Silva,Colby Covington,435.0,-500.0
2014-11-08,Diego Rivas,Rodolfo Rubio,-150.0,140.0
2014-11-15,Fabricio Werdum,Mark Hunt,-430.0,380.0
2014-11-15,Jake Ellenberger,Kelvin Gastelum,145.0,-155.0
2014-11-15,Ricardo Lamas,Dennis Bermudez,155.0,-165.0
2014-11-15,Augusto Montano,Chris Heatherly,-255.0,235.0
2014-11-15,Edgar Garcia,Hector Urbina,-160.0,150.0
2014-11-15,Alejandro Perez,Jose Quinonez,215.0,-235.0
2014-11-15,Jessica Eye,Leslie Smith,-295.0,265.0
2014-11-15,Yair Rodriguez,Leonardo Morales,-230.0,210.0
2014-11-15,Marco Beltran,Marlon Vera,205.0,-225.0
2014-11-15,Henry Briones,Guido Cannetti,-135.0,125.0
2014-11-15,Gabriel Benitez,Humberto Brown,-600.0,450.0
2014-11-22,Frankie Edgar,Cub Swanson,-170.0,160.0
2014-11-22,Bobby Green,Edson Barboza,140.0,-150.0
2014-11-22,Brad Pickett,Chico Camus,-175.0,165.0
2014-11-22,Jared Rosholt,Aleksei Oleinik,-420.0,375.0
2014-11-22,Joseph Benavidez,Dustin Ortiz,-430.0,380.0
2014-11-22,Juan Puig,Dooho Choi,375.0,-420.0
2014-11-22,Ruslan Magomedov,Josh Copeland,-230.0,210.0
2014-11-22,Paige VanZant,Kailin Curran,100.0,-110.0
2014-11-22,Yves Edwards,Akbarh Arreola,-265.0,245.0
2014-11-22,Matt Wiman,Isaac Vallie-Flagg,-175.0,165.0
2014-11-22,Luke Barnatt,Roger Narvaez,-420.0,375.0
2014-11-22,James Vick,Nick Hein,-280.0,255.0
2014-12-06,Johny Hendricks,Robbie Lawler,-220.0,200.0
2014-12-06,Anthony Pettis,Gilbert Melendez,-315.0,285.0
2014-12-06,Travis Browne,Brendan Schaub,-450.0,400.0
2014-12-06,Tony Ferguson,Abel Trujillo,-325.0,295.0
2014-12-06,Todd Duffee,Anthony Hamilton,-315.0,285.0
2014-12-06,Eddie Gordon,Josh Samman,-140.0,130.0
2014-12-06,Corey Anderson,Justin Jones,-500.0,435.0
2014-12-06,Raquel Pennington,Ashlee Evans-Smith,175.0,-190.0
2014-12-06,Sergio Pettis,Matt Hobar,-240.0,220.0
2014-12-06,Alex White,Clay Collard,115.0,-125.0
2014-12-06,Urijah Faber,Francisco Rivera,-925.0,725.0
2014-12-12,Joe Proctor,Yancy Medeiros,230.0,-250.0
2014-12-12,Carla Esparza,Rose Namajunas,-110.0,-110.0
2014-12-12,Jeremy Stephens,Charles Oliveira,-185.0,170.0
2014-12-12,Jessica Penne,Randa Markos,130.0,-140.0
2014-12-12,Aisling Daly,Alex Chambers,-220.0,200.0
2014-12-12,Bec Rawlings,Heather Jo Clark,-190.0,175.0
2014-12-12,Joanne Calderwood,Seohee Ham,-650.0,535.0
2014-12-12,Tecia Torres,Angela Magana,-740.0,595.0
2014-12-12,Emily Peters Kagan,Angela Hill,165.0,-175.0
2014-12-12,Felice Herrig,Lisa Ellis,-345.0,285.0
2014-12-13,Gabriel Gonzaga,Matt Mitrione,120.0,-130.0
2014-12-13,Junior Dos Santos,Stipe Miocic,-400.0,355.0
2014-12-13,Rafael Dos Anjos,Nate Diaz,-275.0,250.0
2014-12-13,Alistair Overeem,Stefan Struve,-200.0,185.0
2014-12-13,Claudia Gadelha,Joanna Jedrzejczyk,-280.0,240.0
2014-12-13,Joe Ellenberger,Bryan Barberena,-210.0,190.0
2014-12-13,Joe Riggs,Ben Saunders,230.0,-250.0
2014-12-13,Jamie Varner,Drew Dober,-450.0,400.0
2014-12-13,Anthony Birchak,Ian Entwistle,-270.0,248.0
2014-12-13,David Michaud,Garett Whiteley,-230.0,210.0
2014-12-13,Henry Cejudo,Dustin Kimura,-225.0,185.0
2014-12-13,John Moraga,Willie Gates,-570.0,480.0
2014-12-20,Lyoto Machida,CB Dollaway,-860.0,675.0
2014-12-20,Renan Barao,Mitch Gagnon,-1000.0,800.0
2014-12-20,Antonio Carlos Junior,Patrick Cummins,135.0,-145.0
2014-12-20,Elias Silverio,Rashid Magomedov,115.0,-125.0
2014-12-20,Erick Silva,Mike Rhodes,-400.0,325.0
2014-12-20,Marcos Rogerio de Lima,Igor Pokrajac,-450.0,400.0
2014-12-20,Tom Niinimaki,Renato Moicano,120.0,-130.0
2014-12-20,Darren Elkins,Hacran Dias,210.0,-230.0
2014-12-20,Leandro Issa,Ulka Sasaki,420.0,-475.0
2014-12-20,Marcio Alexandre Junior,Tim Means,160.0,-170.0
2014-12-20,Vitor Miranda,Jake Collier,165.0,-175.0
2014-12-20,Daniel Sarafian,Antonio Dos Santos,-155.0,145.0
2015-01-03,Brad Tavares,Nate Marquardt,-130.0,120.0
2015-01-03,Jon Jones,Daniel Cormier,-192.0,177.0
2015-01-03,Donald Cerrone,Myles Jury,-125.0,115.0
2015-01-03,Kyoji Horiguchi,Louis Gaudinot,-525.0,450.0
2015-01-03,Omari Akhmedov,Mats Nilsson,-200.0,185.0
2015-01-03,Marcus Brimage,Cody Garbrandt,100.0,-110.0
2015-01-03,Alexis Dufresne,Marion Reneau,-220.0,200.0
2015-01-03,Danny Castillo,Paul Felder,-255.0,235.0
2015-01-03,Shawn Jordan,Jared Cannonier,-185.0,170.0
2015-01-03,Evan Dunham,Rodrigo Damm,-705.0,570.0
2015-01-18,Conor McGregor,Dennis Siver,-975.0,775.0
2015-01-18,Donald Cerrone,Benson Henderson,125.0,-135.0
2015-01-18,Uriah Hall,Ron Stallings,-1000.0,800.0
2015-01-18,Cathal Pendred,Sean Spencer,160.0,-170.0
2015-01-18,Norman Parke,Gleison Tibau,140.0,-150.0
2015-01-18,Paddy Holohan,Shane Howell,-345.0,315.0
2015-01-18,Johnny Case,Frankie Perez,-165.0,155.0
2015-01-18,Charles Rosa,Sean Soriano,-125.0,115.0
2015-01-18,Matt Van Buren,Sean O'Connell,215.0,-235.0
2015-01-18,Tateki Matsuda,Joby Sanchez,210.0,-230.0
2015-01-18,Zhang Lipeng,Chris Wade,505.0,-605.0
2015-01-18,John Howard,Lorenz Larkin,167.0,-178.0
2015-01-24,Nico Musoke,Albert Tumenov,140.0,-150.0
2015-01-24,Alexander Gustafsson,Anthony Johnson,-290.0,260.0
2015-01-24,Dan Henderson,Gegard Mousasi,380.0,-430.0
2015-01-24,Phil Davis,Ryan Bader,-190.0,175.0
2015-01-24,Akira Corassani,Sam Sicilia,-130.0,120.0
2015-01-24,Andy Ogle,Makwan Amirkhani,-175.0,155.0
2015-01-24,Nikita Krylov,Stanislav Nedkov,-130.0,110.0
2015-01-24,Mairbek Taisumov,Anthony Christodoulou,-1050.0,850.0
2015-01-24,Mirsad Bektic,Paul Redmond,-925.0,725.0
2015-01-24,Viktor Pesta,Konstantin Erokhin,380.0,-430.0
2015-01-24,Neil Seery,Chris Beal,178.0,-215.0
2015-01-24,Kenny Robertson,Sultan Aliev,165.0,-175.0
2015-01-31,Tyron Woodley,Kelvin Gastelum,-185.0,170.0
2015-01-31,Joe Lauzon,Al Iaquinta,170.0,-185.0
2015-01-31,Thales Leites,Tim Boetsch,-300.0,270.0
2015-01-31,Jordan Mein,Thiago Alves,-140.0,130.0
2015-01-31,Ed Herman,Derek Brunson,540.0,-660.0
2015-01-31,Ian McCall,John Lineker,-220.0,200.0
2015-01-31,Rafael Natal,Tom Watson,-135.0,125.0
2015-01-31,Richardson Moreira,Ildemar Alcantara,145.0,-155.0
2015-01-31,Thiago Santos,Andy Enz,-175.0,165.0
2015-01-31,Miesha Tate,Sara McMann,165.0,-175.0
2015-02-14,Neil Magny,Kiichi Kunimoto,-815.0,645.0
2015-02-14,Benson Henderson,Brandon Thatch,155.0,-165.0
2015-02-14,Max Holloway,Cole Miller,-450.0,400.0
2015-02-14,Michel Prazeres,Kevin Lee,145.0,-155.0
2015-02-14,Daniel Kelly,Patrick Walsh,105.0,-115.0
2015-02-14,James Moontasri,Cody Pfister,-240.0,220.0
2015-02-14,Efrain Escudero,Rodrigo de Lima,155.0,-165.0
2015-02-14,Chas Skelly,Jim Alers,-230.0,210.0
2015-02-14,Zach Makovsky,Tim Elliott,110.0,-120.0
2015-02-14,Ray Borg,Chris Kelades,-975.0,775.0
2015-02-22,Antonio Silva,Frank Mir,-155.0,145.0
2015-02-22,Edson Barboza,Michael Johnson,-135.0,125.0
2015-02-22,Cezar Ferreira,Sam Alvey,-340.0,280.0
2015-02-22,Rustam Khabilov,Adriano Martins,-380.0,340.0
2015-02-22,Iuri Alcantara,Frankie Saenz,-925.0,725.0
2015-02-22,Santiago Ponzinibbio,Sean Strickland,185.0,-200.0
2015-02-22,Jessica Andrade,Marion Reneau,-270.0,248.0
2015-02-22,William Patolino,Matt Dwyer,-410.0,365.0
2015-02-22,Tiago Trator,Mike de la Torre,-225.0,205.0
2015-02-22,Douglas Silva de Andrade,Cody Gibson,225.0,-245.0
2015-02-22,Ivan Jorge,Josh Shockley,-260.0,240.0
2015-02-28,Ronda Rousey,Cat Zingano,-660.0,540.0
2015-02-28,Raquel Pennington,Holly Holm,425.0,-550.0
2015-02-28,Jake Ellenberger,Josh Koscheck,-140.0,130.0
2015-02-28,Alan Jouban,Richard Walsh,-250.0,230.0
2015-02-28,Tony Ferguson,Gleison Tibau,-240.0,220.0
2015-02-28,Mark Munoz,Roan Carneiro,-260.0,240.0
2015-02-28,Dhiego Lima,Tim Means,150.0,-160.0
2015-02-28,Derrick Lewis,Ruan Potts,-705.0,570.0
2015-02-28,James Krause,Valmir Lazaro,-200.0,185.0
2015-02-28,Masio Fullen,Alex Torres,105.0,-115.0
2015-03-14,Anthony Pettis,Rafael Dos Anjos,-450.0,400.0
2015-03-14,Carla Esparza,Joanna Jedrzejczyk,-160.0,140.0
2015-03-14,Johny Hendricks,Matt Brown,-380.0,340.0
2015-03-14,Roy Nelson,Alistair Overeem,150.0,-160.0
2015-03-14,Chris Cariaso,Henry Cejudo,600.0,-750.0
2015-03-14,Ross Pearson,Sam Stout,-370.0,330.0
2015-03-14,Elias Theodorou,Roger Narvaez,-335.0,305.0
2015-03-14,Daron Cruickshank,Beneil Dariush,-120.0,110.0
2015-03-14,Jared Rosholt,Josh Copeland,-310.0,280.0
2015-03-14,Sergio Pettis,Ryan Benoit,-660.0,540.0
2015-03-14,Jake Lindsey,Joe Duffy,575.0,-710.0
2015-03-14,Larissa Pacheco,Germaine de Randamie,-125.0,115.0
2015-03-21,Erick Silva,Josh Koscheck,-460.0,365.0
2015-03-21,Leonardo Santos,Anthony Rocco Martin,140.0,-160.0
2015-03-21,Amanda Nunes,Shayna Baszler,-750.0,525.0
2015-03-21,Gilbert Burns,Alex Oliveira,-800.0,550.0
2015-03-21,Demian Maia,Ryan LaFlare,-105.0,-115.0
2015-03-21,Francisco Trinaldo,Akbarh Arreola,-200.0,170.0
2015-03-21,Kevin Souza,Katsunori Kikuno,-255.0,215.0
2015-03-21,Leonardo Mafra,Cain Carrizosa,-170.0,150.0
2015-03-21,Jorge de Oliveira,Christos Giagos,175.0,-210.0
2015-03-21,Godofredo Pepey,Andre Fili,265.0,-325.0
2015-03-21,Bentley Syler,Fredy Serrano,135.0,-155.0
2015-04-04,Chad Mendes,Ricardo Lamas,-460.0,365.0
2015-04-04,Jorge Masvidal,Al Iaquinta,-110.0,-110.0
2015-04-04,Michael Chiesa,Mitch Clarke,-420.0,335.0
2015-04-04,Julianna Pena,Milana Dudieva,-400.0,325.0
2015-04-04,Ron Stallings,Justin Jones,160.0,-185.0
2015-04-04,Dustin Poirier,Diego Ferreira,-150.0,130.0
2015-04-04,Liz Carmouche,Lauren Murphy,100.0,-120.0
2015-04-04,Gray Maynard,Alexander Yakovlev,120.0,-140.0
2015-04-04,Shamil Abdurakhimov,Tim Johnson,-260.0,220.0
2015-04-04,Clay Guida,Robert Peralta,-245.0,205.0
2015-04-11,Gabriel Gonzaga,Mirko Cro Cop,-220.0,180.0
2015-04-11,Pawel Pawlak,Sheldon Westcott,190.0,-230.0
2015-04-11,Joanne Calderwood,Maryna Moroz,-550.0,425.0
2015-04-11,Seth Baczynski,Leon Edwards,150.0,-170.0
2015-04-11,Bartosz Fabinski,Garreth McLellan,-135.0,115.0
2015-04-11,Jimi Manuwa,Jan Blachowicz,100.0,-120.0
2015-04-11,Damian Stasiak,Yaotzin Meza,-135.0,115.0
2015-04-11,Daniel Omielanczuk,Anthony Hamilton,-135.0,115.0
2015-04-11,Izabela Badurek,Alexandra Albu,185.0,-225.0
2015-04-11,Marcin Bandel,Stevie Ray,135.0,-155.0
2015-04-11,Sergio Moraes,Mickael Lebout,-550.0,425.0
2015-04-11,Taylor Lapilus,Rocky Lee,-150.0,130.0
2015-04-18,Lyoto Machida,Luke Rockhold,125.0,-145.0
2015-04-18,Cub Swanson,Max Holloway,-155.0,135.0
2015-04-18,Felice Herrig,Paige VanZant,100.0,-120.0
2015-04-18,Jim Miller,Beneil Dariush,145.0,-165.0
2015-04-18,Jacare Souza,Chris Camozzi,-1600.0,1050.0
2015-04-18,Takeya Mizugaki,Aljamain Sterling,285.0,-345.0
2015-04-18,Ovince Saint Preux,Patrick Cummins,-105.0,-115.0
2015-04-18,Eddie Gordon,Chris Dempsey,-370.0,310.0
2015-04-18,Corey Anderson,Gian Villante,-400.0,325.0
2015-04-18,George Sullivan,Tim Means,135.0,-155.0
2015-04-18,Diego Brandao,Jimy Hettes,-140.0,120.0
2015-04-25,Randa Markos,Aisling Daly,-275.0,235.0
2015-04-25,Jessica Rakoczy,Valerie Letourneau,105.0,-125.0
2015-04-25,Nordine Taleb,Chris Clements,-210.0,175.0
2015-04-25,Olivier Aubin-Mercier,David Michaud,-340.0,280.0
2015-04-25,Alexis Davis,Sarah Kaufman,178.0,-215.0
2015-04-25,Patrick Cote,Joe Riggs,-260.0,220.0
2015-04-25,Yves Jabouin,Thomas Almeida,335.0,-420.0
2015-04-25,John Makdessi,Shane Campbell,-110.0,-110.0
2015-04-25,Michael Bisping,CB Dollaway,-145.0,125.0
2015-04-25,Rampage Jackson,Fabio Maldonado,-170.0,150.0
2015-04-25,Demetrious Johnson,Kyoji Horiguchi,-980.0,640.0
2015-04-25,Chad Laprise,Bryan Barberena,-420.0,335.0
2015-05-09,Anthony Perosh,Sean O'Connell,-130.0,120.0
2015-05-09,Hatsu Hioki,Dan Hooker,-290.0,245.0
2015-05-09,Stipe Miocic,Mark Hunt,-235.0,195.0
2015-05-09,Kyle Noke,Jonavin Webb,-110.0,-110.0
2015-05-09,Brad Tavares,Robert Whittaker,-135.0,115.0
2015-05-09,Bec Rawlings,Lisa Ellis,-220.0,180.0
2015-05-09,Daniel Kelly,Sam Alvey,300.0,-360.0
2015-05-09,Alptekin Ozkilic,Ben Nguyen,-230.0,190.0
2015-05-09,Vik Grujic,Brendan O'Reilly,-140.0,120.0
2015-05-09,Jake Matthews,James Vick,-190.0,165.0
2015-05-09,Alex Chambers,Kailin Curran,210.0,-250.0
2015-05-09,Dylan Andrews,Bradley Scott,-130.0,110.0
2015-05-16,Frankie Edgar,Urijah Faber,-550.0,425.0
2015-05-16,Gegard Mousasi,Costas Philippou,-800.0,550.0
2015-05-16,Mark Munoz,Luke Barnatt,115.0,-135.0
2015-05-16,Hyun Gyu Lim,Neil Magny,105.0,-125.0
2015-05-16,Mark Eddiva,Levan Makashvili,320.0,-390.0
2015-05-16,Phillipe Nover,Yui Chul Nam,135.0,-155.0
2015-05-16,Zhang Lipeng,Kajan Johnson,-115.0,-105.0
2015-05-16,Li Jingliang,Dhiego Lima,130.0,-140.0
2015-05-16,Ning Guangyou,Royston Wee,-140.0,120.0
2015-05-16,Roldan Sangcha-an,Jon Delos Reyes,130.0,-150.0
2015-05-16,Nolan Ticman,Yao Zhikui,-270.0,230.0
2015-05-16,Tae Hyun Bang,Jon Tuck,190.0,-230.0
2015-05-23,Donald Cerrone,John Makdessi,-700.0,500.0
2015-05-23,Anthony Johnson,Daniel Cormier,-120.0,100.0
2015-05-23,Chris Weidman,Vitor Belfort,-420.0,335.0
2015-05-23,Travis Browne,Andrei Arlovski,-500.0,400.0
2015-05-23,Joseph Benavidez,John Moraga,-750.0,525.0
2015-05-23,Dong Hyun Kim,Joshua Burkman,-210.0,175.0
2015-05-23,Uriah Hall,Rafael Natal,-420.0,335.0
2015-05-23,Mike Pyle,Colby Covington,265.0,-325.0
2015-05-23,Islam Makhachev,Leo Kuntz,-500.0,400.0
2015-05-23,Justin Scoggins,Joshua Sampo,-500.0,400.0
2015-05-23,John Dodson,Zach Makovsky,-800.0,550.0
2015-05-30,Wendell Oliveira,Darren Till,-130.0,110.0
2015-05-30,Carlos Condit,Thiago Alves,-350.0,290.0
2015-05-30,Nik Lentz,Charles Oliveira,225.0,-265.0
2015-05-30,KJ Noons,Alex Oliveira,160.0,-185.0
2015-05-30,Francimar Barroso,Ryan Jimmo,235.0,-275.0
2015-05-30,Elizeu Zaleski dos Santos,Nicolas Dalby,230.0,-270.0
2015-05-30,Jussier Formiga,Wilson Reis,-105.0,-115.0
2015-05-30,Lucas Martins,Mirsad Bektic,345.0,-430.0
2015-05-30,Juliana Lima,Ericka Almeida,-170.0,150.0
2015-05-30,Luiz Dutra,Tom Breese,135.0,-155.0
2015-05-30,Francisco Trinaldo,Norman Parke,215.0,-255.0
2015-06-06,Thiago Tavares,Brian Ortega,-145.0,125.0
2015-06-06,Joe Soto,Anthony Birchak,-200.0,170.0
2015-06-06,Ben Rothwell,Matt Mitrione,145.0,-165.0
2015-06-06,Francisco Rivera,Alex Caceres,-135.0,125.0
2015-06-06,Tim Boetsch,Dan Henderson,-185.0,160.0
2015-06-06,Brian Ebersole,Omari Akhmedov,115.0,-135.0
2015-06-06,Shawn Jordan,Derrick Lewis,-115.0,-105.0
2015-06-06,Jose Quinonez,Leonardo Morales,150.0,-170.0
2015-06-06,Ricardo Abreu,Jake Collier,-175.0,155.0
2015-06-06,Dustin Poirier,Yancy Medeiros,-250.0,230.0
2015-06-06,Joe Proctor,Justin Edwards,-210.0,175.0
2015-06-06,Chris Wade,Christos Giagos,-170.0,150.0
2015-06-13,Cain Velasquez,Fabricio Werdum,-460.0,365.0
2015-06-13,Gilbert Melendez,Eddie Alvarez,-170.0,150.0
2015-06-13,Kelvin Gastelum,Nate Marquardt,-500.0,400.0
2015-06-13,Tecia Torres,Angela Hill,-235.0,195.0
2015-06-13,Yair Rodriguez,Charles Rosa,155.0,-175.0
2015-06-13,Efrain Escudero,Drew Dober,120.0,-140.0
2015-06-13,Alejandro Perez,Patrick Williams,-160.0,150.0
2015-06-13,Francisco Trevino,Johnny Case,415.0,-525.0
2015-06-13,Augusto Montano,Cathal Pendred,-110.0,-110.0
